symbol,date,open,high,low,close,volume,adjusted,price.norm,SMA_20,RSI_14,MACD,MACD_signal,BB_upper,BB_lower
ALV.DE,2024-01-02,242.899993896484,246.649993896484,242.699996948242,244.949996948242,778095,222.928649902344,0.03342819569337796,NA,NA,NA,NA,NA,NA
ALV.DE,2024-01-03,246.5,247.25,241.800003051758,242.550003051758,686416,220.744415283203,0.01829089553987256,NA,NA,NA,NA,NA,NA
ALV.DE,2024-01-04,243.100006103516,245.5,243.050003051758,245.5,545050,223.429214477539,0.03689723521621024,NA,NA,NA,NA,NA,NA
ALV.DE,2024-01-05,244.050003051758,245,241.949996948242,243.899993896484,634842,221.973052978516,0.02680566653145128,NA,NA,NA,NA,NA,NA
ALV.DE,2024-01-06,NA,NA,NA,NA,NA,221.973052978516,0.02680566653145128,NA,NA,NA,NA,NA,NA
ALV.DE,2024-01-07,NA,NA,NA,NA,NA,221.973052978516,0.02680566653145128,NA,NA,NA,NA,NA,NA
ALV.DE,2024-01-08,243.850006103516,244.949996948242,242.100006103516,244.550003051758,437610,222.56462097168,0.03090538283264793,NA,NA,NA,NA,NA,NA
ALV.DE,2024-01-09,244.949996948242,245.100006103516,242.050003051758,243.550003051758,586032,221.654525756836,0.02459819205989999,NA,NA,NA,NA,NA,NA
ALV.DE,2024-01-10,243.5,244,242.050003051758,242.199996948242,496057,220.425888061523,0.01608342106832127,NA,NA,NA,NA,NA,NA
ALV.DE,2024-01-11,243.600006103516,244.050003051758,239.199996948242,239.649993896484,585807,218.105133056641,0,NA,NA,NA,NA,NA,NA
ALV.DE,2024-01-12,240.800003051758,242.800003051758,240.600006103516,241.699996948242,472896,219.970840454102,0.01292982568195409,NA,NA,NA,NA,NA,NA
ALV.DE,2024-01-13,NA,NA,NA,NA,NA,219.970840454102,0.01292982568195409,NA,NA,NA,NA,NA,NA
ALV.DE,2024-01-14,NA,NA,NA,NA,NA,219.970840454102,0.01292982568195409,NA,NA,NA,NA,NA,NA
ALV.DE,2024-01-15,242.75,242.800003051758,241,241.800003051758,349281,220.061859130859,0.01356060820759124,NA,NA,NA,NA,NA,NA
ALV.DE,2024-01-16,242.199996948242,242.75,240.100006103516,242.649993896484,478421,220.835418701172,0.01892157231823673,NA,42.58063399553845,NA,NA,NA,NA
ALV.DE,2024-01-17,242.449996948242,244.850006103516,241.399993896484,244.850006103516,775397,222.837661743164,0.03279762466229328,NA,50.1937874836227,NA,NA,NA,NA
ALV.DE,2024-01-18,244.199996948242,245.550003051758,242.699996948242,245.350006103516,1324377,223.292709350586,0.03595122004866715,NA,51.7592580164927,NA,NA,NA,NA
ALV.DE,2024-01-19,245.050003051758,249.75,244.850006103516,247.149993896484,996582,224.930877685547,0.04730414229015464,NA,56.9991764671237,NA,NA,NA,NA
ALV.DE,2024-01-20,NA,NA,NA,NA,NA,224.930877685547,0.04730414229015464,NA,56.999176467123704,NA,NA,NA,NA
ALV.DE,2024-01-21,NA,NA,NA,NA,NA,224.930877685547,0.04730414229015464,221.87522048950208,56.9991764671237,NA,NA,225.5594109146584,218.19103006434577
